2001,1,North,REG
2002,1,North,REG
2003,1,North,REG
2004,1,North,REG
2005,1,North,REG
2006,1,North,REG
2007,1,North,REG
2008,1,North,REG
2009,1,North,REG
2010,1,North,REG
2011,1,North,REG
2012,1,North,REG
2013,1,North,REG
2014,1,North,REG
2015,1,North,REG
2016,1,North,REG
2017,1,North,REG
2018,1,North,REG
2019,1,North,REG
2020,1,North,REG
2021,1,North,REG
2022,1,North,REG
2023,1,North,REG
2024,1,North,REG
2025,1,North,REG
2026,1,North,REG
2027,1,North,REG
2028,1,North,REG
2029,1,North,REG
2030,1,North,REG
2031,1,North,DIS
2033,1,North,REG
2034,1,North,REG
2035,1,North,REG
2036,1,North,REG
2037,1,North,REG
2038,1,North,REG
2039,1,North,REG
2040,1,North,REG
2041,1,North,REG
2042,1,North,REG
2043,1,North,REG
2044,1,North,REG
2045,1,North,REG
2046,1,North,REG
2047,1,North,REG
2048,1,North,REG
2049,1,North,REG
2050,1,North,REG
2051,1,North,REG
2052,1,North,REG
2053,1,North,REG
2054,1,North,REG
2055,1,North,REG
2056,1,North,REG
2057,1,North,REG
2058,1,North,REG
2059,1,North,REG
2060,1,North,REG
2061,1,North,REG
2062,1,North,REG
2063,1,North,REG
2064,1,North,REG
2065,1,North,REG
2066,1,North,REG
2067,1,North,REG
2068,1,North,REG
2069,1,North,REG
2070,1,North,REG
2071,1,North,REG
2072,1,North,REG
2073,1,North,REG
2074,1,North,REG
2075,1,North,REG
2076,1,North,REG
2077,1,North,REG
2078,1,North,REG
2079,1,North,REG
2080,1,North,REG
2081,1,North,REG
2082,1,North,REG
2083,1,North,REG
2084,1,North,REG
2085,1,North,REG
2086,1,North,REG
2087,1,North,REG
2088,1,North,REG
2089,1,North,REG
2090,1,North,REG
2091,1,North,REG
2092,1,North,REG
2093,1,North,REG
2094,1,North,REG
2095,1,North,REG
2096,1,North,REG
2097,1,North,REG
2098,1,North,REG
2099,1,North,REG
2100,1,North,REG
2101,1,North,REG
2102,1,North,REG
2103,1,North,REG
2104,1,North,REG
2105,1,North,REG
2106,1,North,REG
2107,1,North,REG
2108,1,North,REG
2109,1,North,REG
2110,1,North,REG
2111,1,North,REG
2112,1,North,REG
2113,1,North,REG
2114,1,North,REG
2115,1,North,REG
2116,1,North,REG
2475,1,North,REG
2117,2,North,REG
2118,2,North,REG
2119,2,North,REG
2120,2,North,REG
2121,2,North,REG
2122,2,North,REG
2123,2,North,REG
2124,2,North,REG
2125,2,North,REG
2126,2,North,REG
2127,2,North,REG
2128,2,North,REG
2129,2,North,REG
2130,2,North,REG
2131,2,North,REG
2132,2,North,REG
2133,2,North,REG
2134,2,North,REG
2135,2,North,REG
2136,2,North,REG
2137,2,North,REG
2138,2,North,REG
2139,2,North,REG
2140,2,North,REG
2141,2,North,REG
2142,2,North,REG
2143,2,North,REG
2144,2,North,REG
2145,2,North,REG
2146,2,North,REG
2147,2,North,REG
2148,2,North,REG
2149,2,North,REG
2150,2,North,REG
2151,2,North,REG
2152,2,North,REG
2153,2,North,REG
2154,2,North,REG
2155,2,North,REG
2156,2,North,REG
2157,2,North,REG
2158,2,North,REG
2159,2,North,REG
2160,2,North,REG
2161,2,North,REG
2162,2,North,REG
2163,2,North,REG
2164,2,North,REG
2165,2,North,REG
2166,2,North,REG
2167,2,North,REG
2168,2,North,REG
2169,2,North,REG
2170,2,North,REG
2171,2,North,REG
2172,2,North,REG
2173,2,North,REG
2174,2,North,REG
2175,2,North,REG
2176,2,North,REG
2177,2,North,REG
2178,2,North,REG
2179,2,North,REG
2180,2,North,REG
2181,2,North,REG
2182,2,North,REG
2183,2,North,REG
2184,2,North,REG
2185,2,North,REG
2186,2,North,REG
2187,2,North,REG
2188,2,North,REG
2189,2,North,REG
2190,2,North,REG
2191,2,North,REG
2192,2,North,REG
2193,2,North,REG
2194,2,North,REG
2195,2,North,REG
2196,2,North,REG
2197,2,North,REG
2198,2,North,REG
2199,2,North,REG
2200,2,North,REG
2201,2,North,REG
2202,2,North,REG
2203,2,North,REG
2204,2,North,REG
2205,2,North,REG
2206,2,North,REG
2207,2,North,REG
2208,2,North,REG
2209,2,North,REG
2210,2,North,REG
2211,2,North,REG
2212,2,North,REG
2213,2,North,REG
2214,2,North,REG
2215,2,North,REG
2216,2,North,REG
2217,2,North,REG
2218,2,North,REG
2219,2,North,REG
2220,2,North,REG
2221,2,North,REG
2222,2,North,REG
2223,2,North,REG
2224,2,North,REG
2225,2,North,REG
2226,2,North,REG
2227,2,North,REG
2228,2,North,REG
2229,3,North,Carpool
2230,3,North,Carpool
2231,3,North,Carpool
2232,3,North,Carpool
2233,3,North,Carpool
2234,3,North,Carpool
2235,3,North,Carpool
2236,3,North,Carpool
2237,3,North,Carpool
2238,3,North,Carpool
2239,3,North,REG
2240,3,North,REG
2241,3,North,REG
2242,3,North,REG
2243,3,North,REG
2244,3,North,REG
2245,3,North,REG
2246,3,North,REG
2247,3,North,REG
2248,3,North,REG
2249,3,North,REG
2250,3,North,REG
2251,3,North,REG
2252,3,North,REG
2253,3,North,REG
2254,3,North,REG
2255,3,North,REG
2256,3,North,REG
2257,3,North,REG
2258,3,North,REG
2259,3,North,REG
2260,3,North,REG
2261,3,North,REG
2262,3,North,REG
2263,3,North,REG
2264,3,North,REG
2265,3,North,REG
2266,3,North,REG
2454,3,North,Motorcycle
2267,3,North,Motorcycle
2269,3,North,REG
2270,3,North,REG
2271,3,North,REG
2272,3,North,REG
2273,3,North,REG
2274,3,North,Reserved
2275,3,North,Reserved
2276,3,North,Reserved
2277,3,North,Reserved
2278,3,North,Reserved
2279,3,North,Reserved
2280,3,North,Reserved
2281,3,North,Reserved
2282,3,North,Reserved
2283,3,North,Reserved
2284,3,North,Reserved
2285,3,North,Reserved
2286,3,North,Reserved
2287,3,North,Reserved
2288,3,North,Reserved
2289,3,North,Reserved
2290,3,North,Reserved
2291,3,North,Reserved
2292,3,North,Reserved
2293,3,North,Reserved
2294,3,North,Reserved
2295,3,North,Reserved
2296,3,North,Reserved
2297,3,North,Reserved
2298,3,North,Reserved
2299,3,North,Reserved
2300,3,North,Reserved
2301,3,North,Reserved
2302,3,North,Reserved
2303,3,North,Reserved
2304,3,North,Reserved
2305,3,North,Reserved
2306,3,North,Reserved
2307,3,North,Reserved
2308,3,North,Reserved
2309,3,North,Reserved
2311,3,North,EV
2312,3,North,EV
2313,3,North,Reserved
2314,3,North,Reserved
2315,3,North,Reserved
2316,3,North,Reserved
2317,3,North,Reserved
2318,3,North,Reserved
2319,3,North,Reserved
2320,3,North,Reserved
2321,3,North,Reserved
2322,3,North,Reserved
2323,3,North,Reserved
2324,3,North,DIS
2325,3,North,DIS
2326,3,North,DIS
2327,3,North,DIS
2328,3,North,DIS
2329,3,North,DIS
2330,3,North,DIS
2331,3,North,DIS
2332,3,North,DIS
2333,3,North,DIS
2334,3,North,DIS
2335,3,North,DIS
2476,3,North,Motorcycle
2477,3,North,Motorcycle
2336,4,North,REG
2337,4,North,REG
2338,4,North,REG
2339,4,North,REG
2340,4,North,REG
2341,4,North,REG
2342,4,North,REG
2343,4,North,REG
2344,4,North,REG
2345,4,North,REG
2346,4,North,REG
2347,4,North,REG
2348,4,North,REG
2349,4,North,REG
2350,4,North,REG
2351,4,North,REG
2352,4,North,REG
2353,4,North,REG
2354,4,North,REG
2355,4,North,REG
2356,4,North,REG
2357,4,North,REG
2358,4,North,REG
2359,4,North,REG
2360,4,North,REG
2361,4,North,REG
2362,4,North,REG
2363,4,North,REG
2364,4,North,REG
2365,4,North,REG
2366,4,North,REG
2367,4,North,REG
2368,4,North,REG
2369,4,North,REG
2370,4,North,REG
2371,4,North,REG
2372,4,North,REG
2373,4,North,REG
2374,4,North,REG
2375,4,North,REG
2376,4,North,REG
2377,4,North,REG
2378,4,North,REG
2379,4,North,REG
2380,4,North,REG
2381,4,North,REG
2382,4,North,REG
2383,4,North,REG
2384,4,North,REG
2385,4,North,REG
2386,4,North,REG
2387,4,North,REG
2388,4,North,REG
2389,4,North,REG
2390,4,North,REG
2391,4,North,REG
2392,4,North,REG
2393,4,North,REG
2394,4,North,REG
2395,4,North,REG
2396,4,North,REG
2397,4,North,REG
2398,4,North,REG
2399,4,North,REG
2400,4,North,REG
2401,4,North,REG
2402,4,North,REG
2403,4,North,REG
2404,4,North,REG
2405,4,North,REG
2406,4,North,REG
2407,4,North,REG
2408,4,North,REG
2409,4,North,REG
2410,4,North,REG
2411,4,North,REG
2412,4,North,REG
2413,4,North,REG
2414,4,North,REG
2415,4,North,REG
2416,4,North,REG
2417,4,North,REG
2418,4,North,REG
2419,4,North,REG
2420,4,North,REG
2421,4,North,REG
2422,4,North,REG
2423,4,North,REG
2424,4,North,REG
2425,4,North,REG
2426,4,North,REG
2427,4,North,REG
2428,4,North,REG
2429,4,North,REG
2430,4,North,REG
2431,4,North,REG
2432,4,North,REG
2433,4,North,REG
2434,4,North,REG
2435,4,North,REG
2436,4,North,REG
2437,4,North,REG
2438,4,North,REG
2439,4,North,REG
2440,4,North,REG
2441,4,North,REG
2442,4,North,REG
2443,4,North,REG
2444,4,North,REG
2445,4,North,REG
2446,4,North,REG
2447,4,North,REG
2448,4,North,REG
2449,4,North,REG
2450,4,North,REG
2451,4,North,REG
2452,4,North,REG
2453,4,North,REG
126,1,South,Motorcycle
127,1,South,Motorcycle
128,1,South,Motorcycle
129,1,South,Motorcycle
130,1,South,REG
131,1,South,REG
132,1,South,REG
133,1,South,REG
136,1,South,REG
137,1,South,REG
138,1,South,REG
139,1,South,REG
140,1,South,REG
141,1,South,REG
142,1,South,REG
143,1,South,REG
144,1,South,REG
145,1,South,REG
146,1,South,REG
147,1,South,REG
148,1,South,REG
149,1,South,REG
150,1,South,REG
151,1,South,REG
152,1,South,REG
153,1,South,REG
154,1,South,REG
155,1,South,REG
156,1,South,REG
157,1,South,REG
158,1,South,REG
159,1,South,REG
160,1,South,REG
161,1,South,REG
164,1,South,REG
165,1,South,REG
166,1,South,REG
167,1,South,REG
168,1,South,REG
169,1,South,REG
170,1,South,REG
171,1,South,REG
172,1,South,REG
173,1,South,REG
174,1,South,REG
175,1,South,REG
176,1,South,REG
177,1,South,REG
178,1,South,REG
179,1,South,REG
180,1,South,REG
181,1,South,REG
182,1,South,REG
183,1,South,REG
184,1,South,REG
185,1,South,REG
186,1,South,REG
187,1,South,REG
188,1,South,REG
189,1,South,REG
190,1,South,REG
191,1,South,REG
192,1,South,REG
193,1,South,REG
194,1,South,REG
195,1,South,REG
196,1,South,REG
197,1,South,REG
198,1,South,REG
199,1,South,REG
200,1,South,REG
201,1,South,REG
202,1,South,REG
203,1,South,REG
204,1,South,REG
205,1,South,REG
206,1,South,REG
207,1,South,REG
208,1,South,REG
209,1,South,REG
210,1,South,REG
211,1,South,REG
212,1,South,REG
213,1,South,REG
214,1,South,REG
215,1,South,REG
216,1,South,REG
219,1,South,REG
220,1,South,REG
221,1,South,REG
222,1,South,REG
223,1,South,REG
224,1,South,REG
225,1,South,REG
226,1,South,REG
227,1,South,REG
228,1,South,REG
229,1,South,REG
230,1,South,REG
231,1,South,REG
232,1,South,REG
233,1,South,REG
234,1,South,REG
235,1,South,REG
236,1,South,REG
237,1,South,REG
238,1,South,REG
239,1,South,REG
240,1,South,REG
241,1,South,REG
242,1,South,REG
243,1,South,REG
244,1,South,REG
245,1,South,REG
246,1,South,REG
247,1,South,REG
248,1,South,REG
249,1,South,REG
250,1,South,REG
251,1,South,REG
252,1,South,REG
253,1,South,REG
254,1,South,REG
255,1,South,REG
256,1,South,REG
257,1,South,REG
258,1,South,REG
259,1,South,REG
260,1,South,REG
261,1,South,REG
262,1,South,REG
263,1,South,REG
264,1,South,REG
265,1,South,REG
266,1,South,REG
267,1,South,REG
268,1,South,REG
269,1,South,REG
270,1,South,REG
271,1,South,REG
272,1,South,REG
273,1,South,REG
274,1,South,REG
275,1,South,REG
276,1,South,REG
277,1,South,REG
278,1,South,REG
279,1,South,REG
280,1,South,REG
281,1,South,REG
282,1,South,REG
283,1,South,REG
284,1,South,REG
285,1,South,REG
286,1,South,REG
287,1,South,REG
288,1,South,REG
289,1,South,REG
290,1,South,REG
291,1,South,REG
292,1,South,REG
293,1,South,REG
294,1,South,REG
295,1,South,REG
296,1,South,REG
297,1,South,REG
298,2,South,REG
299,2,South,REG
300,2,South,REG
301,2,South,REG
302,2,South,REG
303,2,South,REG
304,2,South,REG
305,2,South,REG
306,2,South,REG
307,2,South,REG
308,2,South,REG
309,2,South,REG
310,2,South,REG
311,2,South,REG
312,2,South,REG
313,2,South,REG
314,2,South,REG
315,2,South,REG
316,2,South,REG
317,2,South,REG
318,2,South,REG
319,2,South,DIS
320,2,South,DIS
321,2,South,DIS
322,2,South,DIS
323,2,South,DIS
324,2,South,DIS
325,2,South,DIS
326,2,South,DIS
327,2,South,DIS
328,2,South,DIS
329,2,South,DIS
330,2,South,REG
331,2,South,REG
332,2,South,REG
333,2,South,REG
334,2,South,REG
335,2,South,REG
336,2,South,REG
337,2,South,REG
338,2,South,REG
339,2,South,REG
340,2,South,REG
341,2,South,REG
342,2,South,REG
343,2,South,REG
344,2,South,REG
345,2,South,REG
346,2,South,REG
347,2,South,REG
348,2,South,REG
349,2,South,REG
350,2,South,REG
351,2,South,REG
352,2,South,REG
353,2,South,REG
354,2,South,REG
355,2,South,REG
356,2,South,REG
357,2,South,REG
358,2,South,REG
359,2,South,REG
360,2,South,REG
361,2,South,REG
362,2,South,REG
363,2,South,REG
364,2,South,REG
365,2,South,REG
366,2,South,REG
367,2,South,REG
368,2,South,REG
369,2,South,Carpool
370,2,South,Carpool
371,2,South,Carpool
372,2,South,Carpool
373,2,South,Carpool
374,2,South,Carpool
375,2,South,Carpool
376,2,South,DIS
377,2,South,DIS
378,2,South,DIS
379,2,South,DIS
380,2,South,DIS
381,2,South,DIS
382,2,South,DIS
383,2,South,Carpool
384,2,South,Carpool
385,2,South,Carpool
386,2,South,Carpool
387,2,South,Carpool
388,2,South,Carpool
389,2,South,Carpool
390,2,South,Carpool
391,2,South,Carpool
392,2,South,Carpool
393,2,South,Carpool
394,2,South,Carpool
395,2,South,Carpool
396,2,South,Carpool
397,2,South,Carpool
398,2,South,Carpool
399,2,South,REG
400,2,South,REG
401,2,South,REG
402,2,South,REG
403,2,South,REG
404,2,South,REG
405,2,South,REG
406,2,South,REG
407,2,South,REG
408,2,South,REG
409,2,South,REG
410,2,South,REG
411,2,South,REG
412,2,South,REG
413,2,South,REG
414,2,South,REG
415,2,South,REG
416,2,South,REG
417,2,South,REG
418,2,South,REG
419,2,South,REG
420,2,South,REG
421,2,South,REG
422,2,South,REG
423,2,South,REG
424,2,South,REG
